readme,text,plan,label
https://raw.githubusercontent.com/uclaml/SPIN/main/README.md,pip install torch==2.1.0 torchvision==0.16.0 torchaudio==2.1.0 --index-url https://download.pytorch.org/whl/cu118,,step2.cmd1
https://raw.githubusercontent.com/uclaml/SPIN/main/README.md,3. Install the following Python dependencies to run the codes.,,step3
https://raw.githubusercontent.com/uclaml/SPIN/main/README.md,python -m pip install .,,step3.cmd1
https://raw.githubusercontent.com/uclaml/SPIN/main/README.md,python -m pip install flash-attn --no-build-isolation,,step3.cmd2
https://raw.githubusercontent.com/uclaml/SPIN/main/README.md,4. Login to your huggingface account for downloading models,,step4
https://raw.githubusercontent.com/uclaml/SPIN/main/README.md,"huggingface-cli login --token ""${your_access_token}""",,step4.cmd1
https://raw.githubusercontent.com/ncbi/GeneGPT/main/README.md,## Requirements,source,step1
https://raw.githubusercontent.com/ncbi/GeneGPT/main/README.md,The code has been tested with Python 3.9.13. Please first install the required packages by:,source,step1.extra.info
https://raw.githubusercontent.com/ncbi/GeneGPT/main/README.md,pip install -r requirements.txt,,step1.cmd1
https://raw.githubusercontent.com/ncbi/GeneGPT/main/README.md,# Instructions to run the code,,step2
https://raw.githubusercontent.com/ncbi/GeneGPT/main/README.md,You also need an OpenAI API key to run GeneGPT with Codex. Replace the placeholder with your key in `config.py`:,,step2.extra.info
https://raw.githubusercontent.com/ncbi/GeneGPT/main/README.md,$ cat config.py ,,step2.cmd1
https://raw.githubusercontent.com/ncbi/GeneGPT/main/README.md,API_KEY = 'YOUR_OPENAI_API_KEY,,step2.cmd2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,### Docker (isolated),Container,step1.plan1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,We provide a pre-built Docker image with a simple web interface that can be executed using a single command (given that Docker is already installed on your machine):,,step1.plan1.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,docker run -it --rm -p 8000:8000 arpllab/learning_to_fly,,step1.plan1.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,"After the container is running, navigate to [https://0.0.0.0:8000](https://0.0.0.0:8000) and you should see something like (after starting the training): <https>",,step2.plan1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,"Note that to make this Docker image compatible with a broad range of CPUs, some optimizations have been turned off. For full speed we recommend a [Native installation](#Native-installation). ",,step2.plan1.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,### Docker installation (isolated),Container,step1.plan2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,With the following instructions you can also easily build the Docker image yourself. If you want to run the code on bare metal jump [Native installation](#Native-installation).,,step1.plan2.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,"First, install Docker on your machine. Then move to the original directory `learning_to_fly` and build the Docker image:",,step1.plan2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,docker build -t arpllab/learning_to_fly .,,step1.plan2.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,If desired you can also build the container for building the firmware:,,step1.plan2.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,docker build -t arpllab/learning_to_fly_build_firmware -f Dockerfile_build_firmware .,,step1.plan2.extra.info.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,After that you can run it using e.g.:,,step2.plan2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,docker run -it --rm -p 8000:8000 arpllab/learning_to_fly,,step2.plan2.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,This will open the port `8000` for the UI of the training program and run it inside the container.,,step3.plan2.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,"Navigate to [https://0.0.0.0:8000](https://0.0.0.0:8000) with your browser, and you should see something like in the screenshot above (after starting the training).",,step4.plan2.action1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,The training UI configuration does not log data by default. If you want to inspect the training data run:,,step5.plan2.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,docker run -it --rm -p 6006:6006 arpllab/learning_to_fly training_headless,,step5.plan2.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,Navigate to [https://0.0.0.0:6006](https://0.0.0.0:6006) with your browser to investigate the Tensorboard logs.,,step6.plan2.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,If you would like to benchmark the training speed you can use:,,step7.plan2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,docker run -it --rm arpllab/learning_to_fly training_benchmark,,step7.plan2.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,"This is the fastest configuration, without logging, UI, checkpointing etc.",,step8.plan2.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,### Native installation,source,
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,Clone this repository:,source,step1.plan3
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,git clone https://github.com/arplaboratory/learning-to-fly learning_to_fly,,step1.plan3.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,cd learning_to_fly,,step1.plan3.cmd2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,Then instantiate the `RLtools` submodule:,,step2.plan3
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,git submodule update --init -- external/rl_tools,,step2.plan3.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,cd external/rl_tools,,step2.plan3.cmd2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,"Then instantiate some dependencies of `RLtools` (for conveniences like checkpointing, Tensorboard logging, testing, etc.):",,step3.plan3
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,git submodule update --init -- external/cli11 external/highfive external/json/ external/tensorboard tests/lib/googletest/,,step3.plan3.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,#### Install dependencies on Ubuntu,,step4.plan3.OS1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,sudo apt update && sudo apt install libhdf5-dev libopenblas-dev protobuf-compiler libprotobuf-dev libboost-all-dev,,step4.plan3.OS1.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,As an alternative to openblas you can also install [Intel MKL](https://www.intel.com/content/www/us/en/developer/tools/oneapi/onemkl-download.html) which in our experience is significantly faster than OpenBLAS.,,step4.plan3.OS1.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,#### Install dependencies on macOS,,step4.plan3.OS2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,brew install hdf5 protobuf boost,,step4.plan3.OS2.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,Please make sure that `brew` links the libraries correctly. If not you might have to link e.g. `protobuf` manually using `brew link protobuf`.,,step5.plan3.OS2.extra.info
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,"Going back to the main directory (`learning_to_fly`), we can now configure the build of the code:",,step6.plan3.OS2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,cd ../../,,step6.plan3.OS2.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,mkdir build,,step6.plan3.OS2.cmd2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,cd build,,step6.plan3.OS2.cmd3
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,- Ubuntu + OpenBLAS: `cmake .. -DCMAKE_BUILD_TYPE=Release -DRL_TOOLS_BACKEND_ENABLE_OPENBLAS:BOOL=ON`,,step6.plan3.OS1.cmd4
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,- Ubuntu + MKL: `cmake .. -DCMAKE_BUILD_TYPE=Release -DRL_TOOLS_BACKEND_ENABLE_MKL:BOOL=ON`,,step6.plan3.OS1.cmd5
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,- macOS (tested on Sonoma): `cmake .. -DCMAKE_BUILD_TYPE=Release`,,step6.plan3.OS2.cmd4
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,"Finally, we can build the targets:",,step7.plan3.OS2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,cmake --build . -j8,,step7.plan3.OS2.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,"After successfully building the targets, we can run the code (in the original directory `learning_to_fly`):",,step8.plan3.OS2
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,cd ..,,step8.plan3.OS2.cmd1
https://raw.githubusercontent.com/arplaboratory/learning-to-fly/master/README.MD,./build/src/training_headless ,,step8.plan3.OS2.cmd1
https://raw.githubusercontent.com/LargeWorldModel/LWM/main/README.md,## Setup,,
https://raw.githubusercontent.com/LargeWorldModel/LWM/main/README.md,"This codebase is supported on Ubuntu and has not been tested on Windows or macOS. We recommend using TPUs for training and inference, although it is also possible to use GPUs. On TPU, the code is highly optimized with Jax's Pallas and can achieve high MFUs with RingAttention at very large context sizes. On GPU, the code is based on XLA and is not as optimized as it is for TPU.",,extra.info
https://raw.githubusercontent.com/LargeWorldModel/LWM/main/README.md,Install the requirements with:,,step1
https://raw.githubusercontent.com/LargeWorldModel/LWM/main/README.md,conda create -n lwm python=3.10,,step1.plan1.cmd1
https://raw.githubusercontent.com/LargeWorldModel/LWM/main/README.md,"pip install -U ""jax[cuda12_pip]==0.4.23"" -f https://storage.googleapis.com/jax-releases/jax_cuda_releases.html",,step1.plan1.cmd2
https://raw.githubusercontent.com/LargeWorldModel/LWM/main/README.md,pip install -r requirements.txt,,step1.plan1.cmd3
https://raw.githubusercontent.com/LargeWorldModel/LWM/main/README.md,or set up TPU VM with:,,plan1.extra.info
https://raw.githubusercontent.com/LargeWorldModel/LWM/main/README.md,sh tpu_vm_setup.sh,,plan1.extra.info.cmd1
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,### 🛠️ Step 1: Installation,source,step1
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,UFO requires **Python >= 3.10** running on **Windows OS >= 10**. It can be installed by running the following command:,,step1.extra.info
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,# [optional to create conda environment],,step1.cmd1
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,# conda create -n ufo python=3.10,,step1.cmd2
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,# conda activate ufo,,step1.cmd3
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,# clone the repository,,step1.cmd4
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,git clone https://github.com/microsoft/UFO.git,,step1.cmd5
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,cd UFO,,step1.cmd6
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,# install the requirements,,step1.cmd7
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,pip install -r requirements.txt,,step1.cmd8
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,### ⚙️ Step 2: Configure the LLMs,,step2
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"Before running UFO, you need to provide your LLM configurations. You can configure `ufo/config/config.yaml` file as follows. ",,step2.extra.info
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,#### OpenAI,,step2.KEY1
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,```,,
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"API_TYPE: ""openai"" ",,step2.KEY1.cmd1
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"OPENAI_API_BASE: ""https://api.openai.com/v1/chat/completions"" # The base URL for the OpenAI API",,step2.KEY1.cmd2
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"OPENAI_API_KEY: ""YOUR_API_KEY""  # Set the value to the openai key for the llm model",,step2.KEY1.cmd3
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"OPENAI_API_MODEL: ""GPTV_MODEL_NAME""  # The only OpenAI model by now that accepts visual input",,step2.KEY1.cmd4
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,#### Azure OpenAI (AOAI),,step2.KEY2
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"API_TYPE: ""aoai"" ",,step2.KEY2.cmd1
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"OPENAI_API_BASE: ""YOUR_ENDPOINT"" # The AOAI API address. Format: https://{your-resource-name}.openai.azure.com/openai/deployments/{deployment-id}/chat/completions?api-version={api-version}",,step2.KEY2.cmd2
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"OPENAI_API_KEY: ""YOUR_API_KEY""  # Set the value to the openai key for the llm model",,step2.KEY2.cmd3
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"OPENAI_API_MODEL: ""GPTV_MODEL_NAME""  # The only OpenAI model by now that accepts visual input",,step2.KEY2.cmd4
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,### 🎉 Step 3: Start UFO,,step3
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,#### ⌨️ You can execute the following on your Windows command Line (CLI):,,step3.extra.info1
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,# assume you are in the cloned UFO folder,,step3.extra.info2
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,python -m ufo --task <your_task_name>,,step3.cmd1
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,This will start the UFO process and you can interact with it through the command line interface. ,,step3.extra.info3
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"If everything goes well, you will see the following message:",,step3.extra.info4
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"Welcome to use UFO🛸, A UI-focused Agent for Windows OS Interaction. ",,step3.extra.info5
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,Please enter your request to be completed🛸:,,step3.substep1
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,#### ⚠️Reminder:  ####,,
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"- Before UFO executing your request, please make sure the targeted applications are active on the system.",,step3.extra.info6
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,"- The GPT-V accepts screenshots of your desktop and application GUI as input. Please ensure that no sensitive or confidential information is visible or captured during the execution process. For further information, refer to [DISCLAIMER.md](./DISCLAIMER.md).",,step3.extra.info7
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,###  Step 4 🎥: Execution Logs ,,step4
https://raw.githubusercontent.com/microsoft/UFO/main/README.md,You can find the screenshots taken and request & response logs in the following folder:./ufo/logs/<your_task_name>/,,step4.extra.info
https://raw.githubusercontent.com/catid/dora/main/README.md,## Demo,,
https://raw.githubusercontent.com/catid/dora/main/README.md,Install conda: https://docs.conda.io/projects/miniconda/en/latest/index.html,,step1
https://raw.githubusercontent.com/catid/dora/main/README.md,git clone https://github.com/catid/dora.git,,step1.cmd1
https://raw.githubusercontent.com/catid/dora/main/README.md,cd dora,,step1.cmd2
https://raw.githubusercontent.com/catid/dora/main/README.md,conda create -n dora python=3.10 -y && conda activate dora,,step1.cmd3
https://raw.githubusercontent.com/catid/dora/main/README.md,pip install -U -r requirements.txt,,step1.cmd4
https://raw.githubusercontent.com/catid/dora/main/README.md,python dora.py,,step1.cmd5
https://raw.githubusercontent.com/catid/dora/main/README.md,```,,
https://raw.githubusercontent.com/AILab-CVC/YOLO-World/master/README.md,### 1. Installation,,
https://raw.githubusercontent.com/AILab-CVC/YOLO-World/master/README.md,YOLO-World is developed based on `torch==1.11.0` `mmyolo==0.6.0` and `mmdetection==3.0.0`.,,extra.info
https://raw.githubusercontent.com/AILab-CVC/YOLO-World/master/README.md,#### Clone Project ,,step1
https://raw.githubusercontent.com/AILab-CVC/YOLO-World/master/README.md,git clone --recursive https://github.com/AILab-CVC/YOLO-World.git,,step1.cmd1
https://raw.githubusercontent.com/AILab-CVC/YOLO-World/master/README.md,#### Install,,step2
https://raw.githubusercontent.com/AILab-CVC/YOLO-World/master/README.md,pip install torch wheel -q,,step2.cmd1
https://raw.githubusercontent.com/AILab-CVC/YOLO-World/master/README.md,pip install -e .,,step2.cmd2
https://raw.githubusercontent.com/FasterDecoding/BitDelta/main/README.md,1. Clone the repo and,,step1
https://raw.githubusercontent.com/FasterDecoding/BitDelta/main/README.md, navigate to BitDelta:,,step2
https://raw.githubusercontent.com/FasterDecoding/BitDelta/main/README.md,git clone https://github.com/FasterDecoding/BitDelta,,step1.cmd1
https://raw.githubusercontent.com/FasterDecoding/BitDelta/main/README.md,cd BitDelta,,step2.cmd1
https://raw.githubusercontent.com/FasterDecoding/BitDelta/main/README.md,2. Set up environment:,,step3
https://raw.githubusercontent.com/FasterDecoding/BitDelta/main/README.md,conda create -yn bitdelta python=3.9,,step3.cmd1
https://raw.githubusercontent.com/FasterDecoding/BitDelta/main/README.md,conda activate bitdelta,,step3.cmd2
https://raw.githubusercontent.com/FasterDecoding/BitDelta/main/README.md,pip install -e .,,step3.cmd3
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,## Install,,step1
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,See the [TensorFlow install guide](https://www.tensorflow.org/install) for the [pip package](https://www.tensorflow.org/install/pip),,extra.info
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,[Docker container](https://www.tensorflow.org/install/docker) ,,step1.plan1
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,[build from source](https://www.tensorflow.org/install/source),,step1.plan2
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,"To install the current release, which includes support for [CUDA-enabled GPU cards](https://www.tensorflow.org/install/gpu) and (Ubuntu and Windows)",,step2
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,$ pip install tensorflow,,step1.plan3
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,A smaller CPU-only package is also available:,,extra.info1
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,$ pip install tensorflow-cpu,,extra.info1.cmd
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,"To update TensorFlow to the latest version, add `--upgrade` flag to the above commands",,extra.info2
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,*Nightly binaries are available for testing using the,,step1.plan3
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,[tf-nightly](https://pypi.python.org/pypi/tf-nightly) and,,step1.plan3.extra.info1
https://raw.githubusercontent.com/tensorflow/tensorflow/master/README.md,[tf-nightly-cpu](https://pypi.python.org/pypi/tf-nightly-cpu) packages on PyPi.*,,step1.plan3.extra.info2
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,## Installation,,step1
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,### With pip,,step1.plan1.PM1
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,"This repository is tested on Python 3.8+, Flax 0.4.1+, PyTorch 1.11+, and TensorFlow 2.6+.",,step1.plan1.PM1.extra.info1
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,"You should install 🤗 Transformers in a [virtual environment](https://docs.python.org/3/library/venv.html). If you're unfamiliar with Python virtual environments, check out the [user guide](https://packaging.python.org/guides/installing-using-pip-and-virtual-environments/).",,step1.plan1.PM1.extra.info2
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,"First, create a virtual environment with the version of Python you're going to use and activate it.",,step1.plan1.PM1
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,"Then, you will need to install at least one of Flax, PyTorch, or TensorFlow.",,step2.plan1.PM1
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,"Please refer to [TensorFlow installation page](https://www.tensorflow.org/install/), [PyTorch installation page](https://pytorch.org/get-started/locally/#start-locally) and/or [Flax](https://github.com/google/flax#quick-install) and [Jax](https://github.com/google/jax#installation) installation pages regarding the specific installation command for your platform.",,step2.plan1.PM1extra.info1
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,"When one of those backends has been installed, 🤗 Transformers can be installed using pip as follows:",,step3
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,```bash,,
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,pip install transformers,,step3.cmd1
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,"If you'd like to play with the examples or need the bleeding edge of the code and can't wait for a new release, you must [install the library from source](https://huggingface.co/docs/transformers/installation#installing-from-source).",,step3.extra.info
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,### With conda,,step1.plan1.PM2
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,🤗 Transformers can be installed using conda as follows:,,step1.plan1.PM2.extra.info
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,conda install conda-forge::transformers,,step1.plan1.PM2.cmd
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,> **_NOTE:_** Installing `transformers` from the `huggingface` channel is deprecated.,,extra.info
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,"Follow the installation pages of Flax, PyTorch or TensorFlow to see how to install them with conda.",,extra.info
https://raw.githubusercontent.com/huggingface/transformers/main/README.md,"> **_NOTE:_**  On Windows, you may be prompted to activate Developer Mode in order to benefit from caching. If this is not an option for you, please let us know in [this issue](https://github.com/huggingface/huggingface_hub/issues/1062).",,extra.info
https://raw.githubusercontent.com/divelab/DIG/dig-stable/README.md,## Installation,,
https://raw.githubusercontent.com/divelab/DIG/dig-stable/README.md,### Install from pip,,plan1
https://raw.githubusercontent.com/divelab/DIG/dig-stable/README.md,"The key dependencies of DIG: Dive into Graphs are PyTorch (>=1.10.0), PyTorch Geometric (>=2.0.0), and RDKit.",,extra.info
https://raw.githubusercontent.com/divelab/DIG/dig-stable/README.md,1. Install [PyTorch](https://pytorch.org/get-started/locally/) (>=1.10.0),,step1.plan1
https://raw.githubusercontent.com/divelab/DIG/dig-stable/README.md,"$ python -c ""import torch; print(torch.__version__)""",,step1.cmd1
https://raw.githubusercontent.com/divelab/DIG/dig-stable/README.md,2. Install [PyG](https://pytorch-geometric.readthedocs.io/en/latest/notes/installation.html#) (>=2.0.0),,step2.plan1
https://raw.githubusercontent.com/divelab/DIG/dig-stable/README.md,"$ python -c ""import torch_geometric; print(torch_geometric.__version__)""",,step2.cmd1
https://raw.githubusercontent.com/divelab/DIG/dig-stable/README.md,3. Install DIG: Dive into Graphs.,,step3.plan1
https://raw.githubusercontent.com/divelab/DIG/dig-stable/README.md,pip install dive-into-graphs,,step3.cmd1
https://gitlab.com/ungetym/blender-camera-generator/-/raw/main/README.md?ref_type=heads,### Installation,,
https://gitlab.com/ungetym/blender-camera-generator/-/raw/main/README.md?ref_type=heads,"1. Copy the `CamGen_v2` folder into the Blender [add-on folder](https://docs.blender.org/manual/en/latest/advanced/blender_directory_layout.html#platform-dependent-paths) that is right for your operating system, e.g. for Blender 4.0 under Linux ~/.config/blender/4.0/scripts/addons/",,
https://gitlab.com/ungetym/blender-camera-generator/-/raw/main/README.md?ref_type=heads,2. Open Blender and navigate to `Edit > Preferences > Add-ons`,,
https://gitlab.com/ungetym/blender-camera-generator/-/raw/main/README.md?ref_type=heads,3. Find and activate `Generic: Camera_Generator_v2` the list of available Add-ons. **You will need to press *refresh* in the Add-ons panel if you do not see the Camera_Generator option.**,,
https://gitlab.com/ungetym/blender-camera-generator/-/raw/main/README.md?ref_type=heads,"4. [Optional] To enable experimental lens analysis operations and plotting of the results, additional packages have to be installed for Blender's bundled Python version.",,
https://gitlab.com/ungetym/blender-camera-generator/-/raw/main/README.md?ref_type=heads,   '`$BLENDERPATH/$VERSION/python/bin/python3.10 -m pip install matplotlib PyQt5`',,
https://raw.githubusercontent.com/facebookresearch/jepa/main/README.md,### Setup,,
https://raw.githubusercontent.com/facebookresearch/jepa/main/README.md,"Create a new Conda environment, activate it, and run the [setup.py](setup.py) script:",,
https://raw.githubusercontent.com/facebookresearch/jepa/main/README.md,`python setup.py install`,,
https://raw.githubusercontent.com/facebookresearch/DiT/main/README.md,## Setup,,
https://raw.githubusercontent.com/facebookresearch/DiT/main/README.md,,,
https://raw.githubusercontent.com/facebookresearch/DiT/main/README.md,"First, download and set up the repo:",,
https://raw.githubusercontent.com/facebookresearch/DiT/main/README.md,git clone https://github.com/facebookresearch/DiT.git,,
https://raw.githubusercontent.com/facebookresearch/DiT/main/README.md,cd DiT,,
https://raw.githubusercontent.com/facebookresearch/DiT/main/README.md,We provide an [`environment.yml`](environment.yml) file that can be used to create a Conda environment. If you only want ,,
https://raw.githubusercontent.com/facebookresearch/DiT/main/README.md,"to run pre-trained models locally on CPU, you can remove the `cudatoolkit` and `pytorch-cuda` requirements from the file.",,
https://raw.githubusercontent.com/facebookresearch/DiT/main/README.md,conda env create -f environment.yml,,
https://raw.githubusercontent.com/facebookresearch/DiT/main/README.md,conda activate DiT,,
https://raw.githubusercontent.com/XueyangFeng/ReHAC/main/README.md,## Usage,,
https://raw.githubusercontent.com/XueyangFeng/ReHAC/main/README.md,### Getting Start,,
https://raw.githubusercontent.com/XueyangFeng/ReHAC/main/README.md,You can use following scripts to install related python package through pip:,,
https://raw.githubusercontent.com/XueyangFeng/ReHAC/main/README.md,```,,
https://raw.githubusercontent.com/XueyangFeng/ReHAC/main/README.md,git clone https://github.com/XueyangFeng/ReHAC.git,,
https://raw.githubusercontent.com/XueyangFeng/ReHAC/main/README.md,cd ReHAC,,
https://raw.githubusercontent.com/XueyangFeng/ReHAC/main/README.md,pip install -r requirements.txt,,
https://raw.githubusercontent.com/langchain-ai/langchain/master/README.md,# Quick Install,,
https://raw.githubusercontent.com/langchain-ai/langchain/master/README.md,With pip:,,
https://raw.githubusercontent.com/langchain-ai/langchain/master/README.md,pip install langchain,,
https://raw.githubusercontent.com/langchain-ai/langchain/master/README.md,With conda:,,
https://raw.githubusercontent.com/langchain-ai/langchain/master/README.md,conda install langchain -c conda-forge,,
https://raw.githubusercontent.com/ml-stat-Sustech/TorchCP/master/README.md,## Installation,,
https://raw.githubusercontent.com/ml-stat-Sustech/TorchCP/master/README.md,"TorchCP is developed with Python 3.9 and PyTorch 2.0.1. To install TorchCP, simply run",,
https://raw.githubusercontent.com/ml-stat-Sustech/TorchCP/master/README.md,pip install torchcp,,
https://raw.githubusercontent.com/ml-stat-Sustech/TorchCP/master/README.md,"To install from TestPyPI server, run",,
https://raw.githubusercontent.com/ml-stat-Sustech/TorchCP/master/README.md,pip install --index-url https://test.pypi.org/simple/ --no-deps torchcp,,
https://raw.githubusercontent.com/NUS-HPC-AI-Lab/Neural-Network-Diffusion/main/README.md,## Installation,,
https://raw.githubusercontent.com/NUS-HPC-AI-Lab/Neural-Network-Diffusion/main/README.md,1. Clone the repository:,,
https://raw.githubusercontent.com/NUS-HPC-AI-Lab/Neural-Network-Diffusion/main/README.md,git clone https://github.com/NUS-HPC-AI-Lab/Neural-Network-Diffusion.git,,
https://raw.githubusercontent.com/NUS-HPC-AI-Lab/Neural-Network-Diffusion/main/README.md,2. Create a new Conda environment and activate it: ,,
https://raw.githubusercontent.com/NUS-HPC-AI-Lab/Neural-Network-Diffusion/main/README.md,conda env create -f environment.yaml,,
https://raw.githubusercontent.com/NUS-HPC-AI-Lab/Neural-Network-Diffusion/main/README.md,conda activate pdiff,,
https://raw.githubusercontent.com/NUS-HPC-AI-Lab/Neural-Network-Diffusion/main/README.md,or install necessary package by:,,
https://raw.githubusercontent.com/NUS-HPC-AI-Lab/Neural-Network-Diffusion/main/README.md,pip install -r requirement.txt,,
